event_id,payment_id,merchant_id,order_id,amount,currency,instrument_type,error_code,attempt_number,time_since_last_attempt_min,customer_id,customer_past_successful_payments,timestamp,true_root_cause,true_recoverable
d657319d-04ad-4172-8ee4-9b0e932cacc4,pay_d82fa267da0145,merchant_1,order_dea16d61780a47,868.2,INR,upi,NETWORK_ERROR:bank_unreachable,1,,cust_465,9,2026-08-20T11:12:19.738846,bank_side_transient,True
d2c9334d-a4bb-4395-86e5-533ff3169784,pay_c37b8187496e47,merchant_7,order_e949ad3dec6545,195.54,INR,card,ORDER_EXPIRED:no_attempt,2,42.4,cust_143,6,2026-08-19T20:10:19.738846,customer_abandoned,True
2b604cf0-8107-4d81-9b6f-eb1a297aee3e,pay_b5c809fa28e646,merchant_1,order_1c30eef2243144,526.02,INR,card,ORDER_EXPIRED:no_attempt,2,17.5,cust_319,14,2026-08-25T23:10:19.738846,bank_side_transient,True
6f900098-c3ba-4981-aded-3ef0a09e950b,pay_42321c6c9fed41,merchant_3,order_e1e21b41914a40,4181.26,INR,upi,GATEWAY_ERROR:issuer_timeout,2,67.0,cust_494,10,2026-08-22T08:31:19.738846,bank_side_transient,True
eeb017c2-627f-427a-885f-14fd23785af9,pay_e0a3349510164c,merchant_5,order_f4d8d7037fa34c,4578.29,INR,card,GATEWAY_ERROR:funds_insufficient,2,272.6,cust_436,4,2026-08-15T18:29:19.738846,insufficient_funds,True
43536b05-02ac-4435-bd14-094e88beedd9,pay_c177c9d3e7c843,merchant_2,order_5d96e1b8c2124c,8577.49,INR,netbanking,SERVER_ERROR:internal,1,,cust_222,5,2026-08-21T04:35:19.738846,gateway_issue,True
c4a845f1-dc64-49d6-b8b6-2d32d97a2f84,pay_a1d76ddaec4e49,merchant_7,order_9a176847ac984b,1934.4,INR,wallet,ORDER_EXPIRED:no_attempt,1,,cust_423,10,2026-08-15T22:49:19.738846,customer_abandoned,True
3f244441-5136-48b1-9174-bcde6c461142,pay_d830dd7b24d24c,merchant_6,order_aac67530d4344b,1525.9,INR,wallet,GATEWAY_ERROR:issuer_timeout,1,,cust_94,5,2026-08-18T08:07:19.738846,bank_side_transient,True
3f061f50-c8b4-47c7-816d-ec513b8a8350,pay_2da920f7ab1f43,merchant_7,order_f51b851b6cc647,1772.2,INR,netbanking,GATEWAY_ERROR:funds_insufficient,1,,cust_251,8,2026-08-16T19:11:19.738846,insufficient_funds,True
408e88ad-3734-4f08-88d8-624e9e38205a,pay_2088a7a3a9624c,merchant_8,order_c07f58e2c4ed4f,276.8,INR,emandate,SUBSCRIPTION_ERROR:charge_failed,2,148.3,cust_284,11,2026-08-17T08:26:19.738846,mandate_failed,True
f4ac090a-6164-4a32-b4c2-c5955f40bd45,pay_4fc802092ccc46,merchant_3,order_33cd525cefc548,614.74,INR,emandate,GATEWAY_ERROR:npci_timeout,1,,cust_99,10,2026-08-24T12:13:19.738846,bank_side_transient,True
88db5cc0-8421-43a8-af4a-848214fdbe9f,pay_0bb38cdd017a45,merchant_1,order_d9491aa9ca134f,637.7,INR,emandate,SUBSCRIPTION_ERROR:charge_failed,2,293.0,cust_363,7,2026-08-17T06:41:19.738846,mandate_failed,True
a110b3e2-c2a6-4a58-98bd-78afe5a713b4,pay_88ccfdaebec144,merchant_8,order_947296f71d7c48,1750.08,INR,card,BAD_REQUEST_ERROR:insufficient_funds,2,209.8,cust_175,0,2026-08-25T05:42:19.738846,insufficient_funds,True
627f5c1b-5825-43ce-81e7-0a87549dbb14,pay_949aba74e22347,merchant_5,order_27445c7343de4d,240.76,INR,card,USER_ERROR:explicit_decline,2,247.0,cust_44,5,2026-08-23T18:51:19.738846,unrecoverable,False
4422b9af-6fbc-4079-a619-cec521c03e1e,pay_b609a11822c94c,merchant_2,order_f904fa121a614f,664.97,INR,netbanking,BAD_REQUEST_ERROR:insufficient_funds,2,115.4,cust_486,13,2026-08-24T16:55:19.738846,insufficient_funds,True
3ad6bf28-8467-4ec4-b570-2ce8f5836d9c,pay_345d183e53bf4e,merchant_4,order_8a50c16ea29248,242.62,INR,netbanking,ORDER_EXPIRED:no_attempt,1,,cust_148,1,2026-08-22T23:59:19.738846,customer_abandoned,True
11e51ff9-fa19-49a5-94d3-324af17a4b6e,pay_68dfb191f3124d,merchant_2,order_b5fe687870fa40,12286.22,INR,emandate,SUBSCRIPTION_ERROR:charge_failed,1,,cust_279,2,2026-08-24T07:37:19.738846,mandate_failed,True
f9eba266-64ba-4e64-ab49-47e0f4890921,pay_2c584d0f220642,merchant_5,order_8a5ab12f01c541,684.46,INR,netbanking,ORDER_EXPIRED:no_attempt,1,,cust_359,1,2026-08-20T06:34:19.738846,customer_abandoned,True
59f72d8d-b275-42b7-aad8-473020fbf499,pay_555a52ad1fcf48,merchant_1,order_b51934399a7a46,920.85,INR,upi,FRAUD_ERROR:velocity_check_failed,3,26.0,cust_392,0,2026-08-23T07:12:19.738846,fraud_suspected,False
3738ad24-27d5-496b-b1fc-b8e8a486fdf2,pay_fe7c1c0839c443,merchant_8,order_02ee2f7c1ec34c,14960.29,INR,upi,PAYMENT_CANCELLED:user_exit,1,,cust_179,5,2026-08-20T03:23:19.738846,customer_abandoned,True
9ce001fa-4a64-4f78-a272-0ad407dfd446,pay_a023ad477e764b,merchant_6,order_aea3bdb679de44,647.61,INR,upi,GATEWAY_ERROR:issuer_timeout,1,,cust_130,9,2026-08-22T01:50:19.738846,bank_side_transient,True
f587aff9-e9ca-49d1-8b13-dd17efbc4539,pay_f2c0dd5ae11d4d,merchant_4,order_53b4fe2de65d47,6703.13,INR,netbanking,BAD_REQUEST_ERROR:insufficient_funds,2,163.7,cust_137,5,2026-08-16T22:27:19.738846,insufficient_funds,True
6734f0cf-c88f-4027-b945-7918ae63c1c2,pay_d2ef3401d26a41,merchant_2,order_98740e93f13242,1256.86,INR,card,GATEWAY_ERROR:funds_insufficient,1,,cust_116,14,2026-08-26T20:26:19.738846,insufficient_funds,True
32308909-cb50-4aa1-8bb8-35e0572c2191,pay_6ee7e88856ce4f,merchant_8,order_4f66b0bea1ce46,654.54,INR,card,BAD_REQUEST_ERROR:card_expired,2,47.9,cust_283,13,2026-08-26T03:24:19.738846,card_expired,True
f41c2e5a-9c04-4569-a921-49bb39be9211,pay_f28ad585c8664a,merchant_1,order_18e0c24cddc84d,13107.36,INR,wallet,GATEWAY_ERROR:npci_timeout,2,42.7,cust_145,0,2026-08-22T15:20:19.739351,bank_side_transient,True
c3d61e98-52ce-42d7-9e57-f7040b8b8e48,pay_732828eb901446,merchant_4,order_eefc5f93b29f4a,39518.65,INR,upi,GATEWAY_ERROR:processing_error,3,135.1,cust_293,6,2026-08-20T17:14:19.739351,gateway_issue,True
bd2d6648-8a8c-4ad6-8e9a-975c7d9774ee,pay_f41637a98a1b4d,merchant_3,order_011cc03a33654c,6956.0,INR,netbanking,GATEWAY_ERROR:issuer_timeout,1,,cust_254,6,2026-08-28T14:10:19.739351,bank_side_transient,True
4953eca5-1d38-4dde-bf36-3d46ccfc2d19,pay_c08153db05c448,merchant_3,order_a1baf1683a7348,1099.31,INR,emandate,GATEWAY_ERROR:funds_insufficient,3,262.5,cust_39,5,2026-08-18T17:59:19.739351,insufficient_funds,True
bbf2d913-2e99-4206-9864-2c267814720b,pay_3630c6df19f74a,merchant_1,order_4a5551bc2a6949,6940.12,INR,card,GATEWAY_ERROR:processing_error,2,255.8,cust_317,12,2026-08-27T21:01:19.739351,gateway_issue,True
369e49a0-ebda-4900-ad11-1c2f1f4af0b5,pay_18f892e2a73a41,merchant_1,order_5e6c3b88c65345,287.04,INR,upi,NETWORK_ERROR:bank_unreachable,3,224.5,cust_24,5,2026-08-22T01:14:19.739351,bank_side_transient,True
1b8233e3-0b10-43e0-ad0a-1c57f435f48b,pay_403d324e211848,merchant_7,order_4cc5ba2d190441,882.9,INR,card,GATEWAY_ERROR:processing_error,1,,cust_318,2,2026-08-23T22:52:19.739351,gateway_issue,True
1b74dbda-bff3-40f0-a222-b553a47e62eb,pay_7981b898d4cb4a,merchant_3,order_112b15fd994d45,973.18,INR,card,BAD_REQUEST_ERROR:card_expired,1,,cust_38,9,2026-08-19T09:09:19.739351,card_expired,True
743d90bf-b1e9-4c7a-ac5e-d13c368a2308,pay_fbfec7bb37c949,merchant_7,order_c3e8aef6a92244,5927.58,INR,emandate,FRAUD_ERROR:velocity_check_failed,4,288.7,cust_293,1,2026-08-21T06:21:19.739351,fraud_suspected,False
4e09b18c-286d-41c0-8381-a3d9eb4bc80e,pay_a43b5b35b5f749,merchant_8,order_0929c2d908ea45,1175.27,INR,netbanking,ORDER_EXPIRED:no_attempt,3,198.2,cust_427,3,2026-08-22T22:05:19.739351,customer_abandoned,True
04ae039a-7284-4eef-a263-1d5955b48abe,pay_77267dc9e38140,merchant_2,order_502a6487f31949,10810.94,INR,emandate,MANDATE_ERROR:emandate_failed,2,107.0,cust_463,9,2026-08-28T12:52:19.739351,mandate_failed,True
0e966e25-59df-47c4-951e-c3afd81b33ce,pay_1a37c0ba1c9742,merchant_6,order_a987f19d409c43,1828.29,INR,upi,GATEWAY_ERROR:npci_timeout,1,,cust_272,0,2026-08-18T00:21:19.739351,bank_side_transient,True
7053d007-915a-4e11-9f89-0d587782b1fd,pay_309b3ac45d4a45,merchant_4,order_2f39a426e27447,1753.75,INR,netbanking,FRAUD_ERROR:velocity_check_failed,3,290.3,cust_441,0,2026-08-20T09:21:19.739351,fraud_suspected,False
6603d044-b4e0-42a4-a058-3cc323aef0b1,pay_e756a53298754c,merchant_6,order_f8e54e6fdd6341,7912.22,INR,netbanking,USER_ERROR:explicit_decline,2,237.6,cust_56,0,2026-08-24T02:42:19.739351,unrecoverable,False
4cc80ccf-9a8b-4eec-b76a-0221b04718df,pay_cb810980f09942,merchant_1,order_db0893db87fc48,1665.33,INR,card,BAD_REQUEST_ERROR:invalid_card,3,68.0,cust_156,0,2026-08-18T05:21:19.739351,card_expired,True
149800ce-ec0d-4818-8fec-a634d2822886,pay_befe392be21f48,merchant_7,order_86f9c16b67cc41,1903.82,INR,card,BAD_REQUEST_ERROR:insufficient_funds,1,,cust_336,4,2026-08-27T04:19:19.739351,insufficient_funds,True
784e07c0-cf95-435a-b426-d60a6d0f8204,pay_f0099b0d13f347,merchant_6,order_ff9564780f8042,942.43,INR,upi,GATEWAY_ERROR:processing_error,1,,cust_32,4,2026-08-20T08:57:19.739351,gateway_issue,True
f8e2e03f-c6b0-470b-833e-96bc05a38a36,pay_38fbf758d09a44,merchant_4,order_0f6482553abe48,1315.04,INR,emandate,NETWORK_ERROR:bank_unreachable,1,,cust_36,2,2026-08-16T19:43:19.739351,bank_side_transient,True
d2161c77-c408-45e6-a914-530eb930f668,pay_09dbcdd7d77943,merchant_5,order_bbd77b162a1d4a,1811.01,INR,card,BAD_REQUEST_ERROR:insufficient_funds,1,,cust_409,0,2026-08-25T11:06:19.739351,insufficient_funds,True
05ce2a50-c36f-426e-8336-560e65cecd21,pay_00dbe69aa00740,merchant_2,order_b4d55bf8f1994a,552.07,INR,wallet,BAD_REQUEST_ERROR:insufficient_funds,1,,cust_382,11,2026-08-27T23:41:19.739351,insufficient_funds,True
68d40ab1-ba7b-455e-97be-1c873d9999b2,pay_ef6d4919690844,merchant_5,order_1c6ec886ffaa4f,14290.4,INR,card,BAD_REQUEST_ERROR:invalid_card,1,,cust_235,0,2026-08-28T17:23:19.739351,card_expired,True
6dfa68b1-0715-42c3-88f1-80d441473f6d,pay_2dfa4510906b48,merchant_3,order_3f68ad1255864d,1453.56,INR,upi,GATEWAY_ERROR:funds_insufficient,1,,cust_141,0,2026-08-16T02:42:19.739351,insufficient_funds,True
4858290b-0cd3-4ce1-858f-8ccb6ac9afea,pay_26ac63fc687949,merchant_4,order_c47b200c6b1e45,3289.32,INR,netbanking,PAYMENT_CANCELLED:user_exit,3,160.1,cust_221,6,2026-08-19T03:47:19.739351,customer_abandoned,True
bbc8a6aa-fd9e-4d71-b19e-40aeb8f41958,pay_9c00e99193b847,merchant_8,order_f798570ad38c48,31567.84,INR,upi,GATEWAY_ERROR:processing_error,1,,cust_35,10,2026-08-27T08:34:19.739351,gateway_issue,True
d6cb8020-bd78-4dac-8754-7b4e8143a004,pay_5a59250eb15c44,merchant_7,order_335217c393af4f,14436.12,INR,card,SERVER_ERROR:internal,2,113.0,cust_445,0,2026-08-28T06:18:19.739351,gateway_issue,True
9deaf24f-fdb4-4e99-ae2d-1249a0c39444,pay_874c8044636948,merchant_5,order_539b3ee4c7fd41,4915.18,INR,upi,USER_ERROR:explicit_decline,2,174.2,cust_294,2,2026-08-24T06:53:19.739351,unrecoverable,False
3d4cf7c9-c6cd-4f0e-836c-14311e52e6ec,pay_dc12926c6b634f,merchant_3,order_b1715ae1bce749,64556.62,INR,netbanking,SERVER_ERROR:internal,2,198.0,cust_446,9,2026-08-26T04:09:19.739351,gateway_issue,True
029290db-1bea-4392-9988-035e052a3d22,pay_d8bc2c74cbe745,merchant_6,order_483a6c3fa8fb4c,158.25,INR,wallet,ORDER_EXPIRED:no_attempt,1,,cust_160,8,2026-08-22T01:14:19.739351,customer_abandoned,True
43fdc328-59d7-49ca-9c4e-e5b5a45303f8,pay_f8d75567359b4b,merchant_7,order_cb7a1ee8c84440,194.55,INR,emandate,MANDATE_ERROR:emandate_failed,3,48.4,cust_140,10,2026-08-24T12:40:19.739351,mandate_failed,True
6f08433b-f90c-4034-9fa6-6b4ef13df947,pay_10508f4e207b4d,merchant_1,order_22532e5bb7ab42,1388.61,INR,emandate,MANDATE_ERROR:emandate_failed,1,,cust_4,0,2026-08-24T18:45:19.739351,mandate_failed,True
d42d0673-2ebd-43ef-8f54-7569e78be38c,pay_133edfb2c26f44,merchant_6,order_a61db2d9e0db41,1045.03,INR,card,GATEWAY_ERROR:issuer_timeout,2,88.3,cust_37,0,2026-08-20T09:32:19.739351,bank_side_transient,True
6135e168-845f-4f94-bc59-df4c2e5d0f8b,pay_463216873cd242,merchant_7,order_186fbbe2a64748,7580.7,INR,card,SERVER_ERROR:internal,1,,cust_11,0,2026-08-22T01:01:19.739351,gateway_issue,True
01e8fe49-9b88-4661-9d1c-f85d1d817d5b,pay_31ecd2b93c874e,merchant_5,order_913d37f376d74c,1704.52,INR,wallet,GATEWAY_ERROR:funds_insufficient,2,276.1,cust_382,0,2026-08-21T16:58:19.739351,insufficient_funds,True
377fb849-483c-4177-932d-fa56cd74d6c2,pay_b0b9993d581342,merchant_3,order_5aa98eb06b1f40,13777.0,INR,netbanking,GATEWAY_ERROR:issuer_timeout,1,,cust_121,0,2026-08-27T02:15:19.739351,bank_side_transient,True
31500715-9445-438d-8a56-aeb6d0d3fd89,pay_63115257356f4f,merchant_6,order_dd2c6808539748,8423.52,INR,card,BAD_REQUEST_ERROR:insufficient_funds,2,197.3,cust_443,1,2026-08-22T05:44:19.739351,insufficient_funds,True
db1aeed9-5fda-4829-8f45-3cc01411392a,pay_c9080e0b965f4e,merchant_5,order_8453fd3cdd494b,768.69,INR,card,GATEWAY_ERROR:funds_insufficient,2,239.3,cust_40,8,2026-08-27T09:05:19.739351,insufficient_funds,True
de4f1ab1-5dfc-466c-b53d-0959e20da596,pay_930921dc87aa43,merchant_6,order_1a6f84174d9e4d,13646.4,INR,emandate,PAYMENT_CANCELLED:user_exit,1,,cust_310,7,2026-08-18T14:38:19.739351,customer_abandoned,True
6d4a5a99-6fb0-43f9-abdf-451fe2a09f28,pay_ee5db00224ef40,merchant_3,order_263c43bf535c4f,14771.01,INR,card,USER_ERROR:explicit_decline,1,,cust_187,11,2026-08-20T22:46:19.739351,card_expired,True
f59e1701-7d57-444f-8d84-17ea896a894a,pay_2f84761f7bd246,merchant_3,order_34c1efc8d08340,2856.85,INR,upi,FRAUD_ERROR:velocity_check_failed,4,180.2,cust_171,1,2026-08-27T13:53:19.739351,fraud_suspected,False
44d3dd52-8a2d-43a6-9c0c-f36894d14b08,pay_d4809b8229a24a,merchant_6,order_b894469fa39940,1358.06,INR,upi,PAYMENT_CANCELLED:user_exit,1,,cust_417,9,2026-08-26T12:36:19.739351,customer_abandoned,True
b58ff6bc-e6db-41f1-8619-5525a8ce9025,pay_1f8b748413754a,merchant_4,order_2f815fb251864f,28922.52,INR,emandate,ORDER_EXPIRED:no_attempt,2,128.2,cust_71,4,2026-08-25T21:46:19.739351,customer_abandoned,True
0af10cbc-b080-4d91-ba28-44cf6550cc70,pay_f99c678f266041,merchant_7,order_7191d030c1364d,8844.91,INR,netbanking,BAD_REQUEST_ERROR:insufficient_funds,1,,cust_79,7,2026-08-25T17:47:19.739351,insufficient_funds,True
554498fd-d5ae-4f7e-b5c1-06817f748fb0,pay_717f6286133f4a,merchant_4,order_fec820465e1b44,14604.65,INR,upi,BAD_REQUEST_ERROR:insufficient_funds,2,15.0,cust_274,4,2026-08-23T23:46:19.739351,insufficient_funds,True
02bf8b21-b8fd-465f-9654-45e138e69118,pay_7b00dc65ad1b40,merchant_7,order_0305a37c2b9447,7727.77,INR,netbanking,NETWORK_ERROR:bank_unreachable,3,59.8,cust_495,9,2026-08-25T17:53:19.739351,bank_side_transient,True
4c22a74e-f87d-4510-8115-8321127ea3a7,pay_dd8fcda4f86840,merchant_2,order_62acee10acbf48,805.3,INR,netbanking,SERVER_ERROR:internal,3,17.5,cust_391,6,2026-08-25T18:50:19.739351,gateway_issue,True
3bde0f62-b71a-43c0-b2c6-3cfa4395a63b,pay_1aad6c00166e4d,merchant_6,order_22634778a63745,1651.74,INR,wallet,GATEWAY_ERROR:issuer_timeout,2,29.3,cust_121,13,2026-08-20T15:30:19.739351,bank_side_transient,True
05d23f4a-c694-4502-bf9a-90176864a1f9,pay_bcc07749d9424d,merchant_3,order_5932a83ee70e48,1334.93,INR,upi,BAD_REQUEST_ERROR:max_attempts_exceeded,3,279.4,cust_389,12,2026-08-18T18:12:19.739351,unrecoverable,False
310dde48-c2af-4c3f-95a4-977847a9673d,pay_5acdaac861b542,merchant_4,order_93dfaafa37cd42,384.09,INR,card,BAD_REQUEST_ERROR:card_expired,3,7.7,cust_155,2,2026-08-26T15:51:19.739351,card_expired,True
